transactionId,accountId,transactionDay,category,transactionAmount
T000614,A18,19,GG,965.08
T000162,A5,4,AA,948.31
T000787,A38,25,DD,705.08
T000978,A7,29,AA,344.47
T000737,A38,23,DD,507.11
T000897,A44,27,BB,852.46
T000750,A40,24,DD,858.33
T000374,A7,10,EE,796.32
T000434,A13,11,FF,866.21
T000722,A23,23,DD,204.09
T00031,A18,1,GG,379.86
T000897,A44,27,BB,852.46
T00059,A30,2,GG,958.29
T000187,A17,4,AA,614.56
T000694,A21,22,GG,355.28
T000885,A7,27,GG,359.55
T000171,A42,4,EE,387.29
T000825,A33,26,CC,854.59
T000404,A10,11,CC,4.02
T000497,A9,14,EE,806.7
T00016,A16,1,BB,786.14
T000975,A2,28,BB,485.85
T000572,A26,17,BB,300.24
T000207,A44,6,EE,560.05
T000212,A19,6,GG,612.81
T000429,A24,11,FF,976.95
T000291,A36,8,DD,948.33
T000747,A32,24,FF,381.69
T000339,A4,9,AA,163.78
T00080,A46,2,AA,286.84
T000979,A32,29,BB,185.76
T00014,A44,1,CC,397.19
T000865,A17,27,FF,865.01
T000157,A34,4,FF,5.16
T000426,A16,11,GG,575.27
T000109,A45,3,BB,695.21
T000897,A44,27,BB,852.46
T000608,A22,19,CC,992.15
T000170,A15,4,DD,194.77
T000935,A3,28,DD,692.65
T000968,A42,28,DD,643.41
T000908,A11,27,BB,599.16
T000905,A8,27,CC,519.6
T000558,A13,17,GG,591.11
T000513,A45,14,EE,669.29
T0004,A42,1,DD,801.81
T000529,A49,15,BB,272.66
T000591,A15,18,EE,3.4
T000417,A23,11,BB,257.62
T000381,A1,10,BB,537.73
T000630,A5,20,DD,294.94
T000702,A8,22,BB,520.24
T000604,A28,19,DD,306.6
T000205,A45,6,GG,133.23
T000819,A29,26,DD,453.65
T000369,A38,10,AA,116.02
T000282,A40,8,CC,958.65
T000775,A28,24,BB,941.1
T000755,A25,24,FF,661.71
T000971,A15,28,DD,803.89
T000366,A35,10,BB,167.01
T000416,A5,11,EE,476.28
T000694,A21,22,GG,355.28
T000928,A31,28,EE,873.56
T00022,A35,1,EE,457.87
T000409,A36,11,DD,34.32
T000410,A10,11,CC,453.24
T00016,A16,1,BB,786.14
T000977,A25,29,FF,979.22
T000393,A20,10,BB,237.76
T000590,A31,18,DD,378.76
T000353,A35,9,GG,294.89
T000726,A3,23,AA,13.71
T000955,A36,28,EE,951.14
T000446,A7,12,EE,71.23
T000906,A17,27,EE,186.79
T000217,A31,6,AA,252.74
T000447,A22,12,DD,945.83
T000715,A38,23,CC,55.4
T000474,A40,12,EE,6.53
T000716,A16,23,DD,169.37
T000322,A12,8,FF,486.56
T000715,A38,23,CC,55.4
T000846,A14,26,FF,950.86
T00070,A40,2,DD,633.84
T000118,A20,3,BB,877.24
T000183,A31,4,DD,528.04
T000187,A17,4,AA,614.56
T00035,A4,1,EE,732.07
T000232,A20,6,FF,990.85
T000618,A4,20,AA,142.7
T000441,A38,12,BB,70.94
T000673,A48,21,FF,371.13
T000917,A46,27,GG,508.2
T000286,A15,8,AA,421.58
T000788,A15,25,FF,216.16
T000614,A18,19,GG,965.08
T000158,A26,4,FF,452.14
T000889,A46,27,GG,32.21
T000319,A39,8,CC,447.67
T000127,A34,3,EE,567.0
T000968,A42,28,DD,643.41
T000953,A23,28,GG,812.73
T000466,A45,12,EE,410.64
T000142,A26,4,BB,188.06
T00066,A21,2,EE,107.9
T00062,A37,2,CC,338.21
T000838,A17,26,CC,969.1
T00054,A42,1,GG,350.65
T000292,A15,8,AA,345.28
T000618,A4,20,AA,142.7
T000272,A5,7,AA,151.88
T000170,A15,4,DD,194.77
T000382,A48,10,DD,594.52
T000128,A41,3,BB,775.15
T000736,A28,23,FF,915.79
T000289,A13,8,GG,516.13
T000329,A12,8,CC,67.27
T000810,A2,26,DD,977.2
T000623,A22,20,CC,987.04
T000528,A9,15,FF,683.67
T000967,A43,28,BB,548.64
T000808,A5,25,EE,716.41
T000802,A1,25,AA,621.24
T000519,A6,14,EE,381.66
T000101,A29,2,EE,261.75
T000890,A14,27,GG,858.61
T000928,A31,28,EE,873.56
T000792,A18,25,AA,300.36
T000309,A33,8,BB,162.66
T000959,A24,28,BB,913.41
T000126,A36,3,EE,197.62
T000219,A20,6,FF,973.22
T000188,A33,4,EE,235.73
T000885,A7,27,GG,359.55
T000757,A9,24,AA,709.62
T000162,A5,4,AA,948.31
T000921,A10,27,BB,904.59
T00086,A8,2,AA,598.28
T000250,A41,6,BB,321.38
T000282,A40,8,CC,958.65
T00033,A44,1,EE,882.63
T000561,A40,17,AA,912.76
T000370,A19,10,CC,441.98
T000196,A16,5,FF,761.67
T000392,A16,10,CC,284.9
T000255,A34,6,CC,34.02
T000583,A7,18,CC,83.29
T000371,A18,10,GG,477.88
T000884,A13,27,AA,866.5
T000406,A35,11,GG,583.08
T000396,A23,11,AA,335.92
T000277,A9,8,EE,550.18
T000433,A41,11,DD,337.13
T000147,A15,4,BB,515.35
T000699,A14,22,CC,382.33
T000171,A42,4,EE,387.29
T000965,A26,28,EE,945.73
T000489,A47,13,EE,940.13
T000738,A23,23,BB,596.6
T000558,A13,17,GG,591.11
T000595,A14,18,GG,503.58
T000835,A24,26,FF,337.48
T000948,A14,28,BB,620.32
T000744,A37,24,FF,763.82
T000736,A28,23,FF,915.79
T000128,A41,3,BB,775.15
T000921,A10,27,BB,904.59
T00071,A17,2,BB,533.15
T000628,A9,20,CC,183.27
T000228,A21,6,GG,622.9
T000393,A20,10,BB,237.76
T000248,A33,6,DD,371.34
T000770,A17,24,EE,681.75
T000767,A11,24,DD,8.28
T000435,A7,11,BB,699.44
T000553,A9,16,DD,930.61
T000275,A39,7,FF,564.29
T000908,A11,27,BB,599.16
T000424,A35,11,CC,875.48
T000613,A10,19,GG,19.01
T000575,A20,17,FF,803.1
T000575,A20,17,FF,803.1
T000819,A29,26,DD,453.65
T000666,A1,21,FF,321.8
T000809,A18,26,DD,312.9
T000849,A9,26,AA,141.36
T000776,A1,24,GG,329.63
T000348,A26,9,AA,685.36
T000774,A3,24,FF,507.44
T000130,A34,3,GG,688.78
T000105,A28,2,CC,341.52
T000404,A10,11,CC,4.02
T000906,A17,27,EE,186.79
T000871,A44,27,GG,653.35
T000483,A36,13,EE,311.25
T000343,A47,9,AA,537.26
T000157,A34,4,FF,5.16
T00093,A35,2,GG,526.4
T000357,A48,9,EE,66.05
T000527,A25,15,BB,581.52
T000464,A21,12,EE,349.34
T000101,A29,2,EE,261.75
T000202,A40,5,AA,827.4
T000363,A42,9,AA,961.68
T000399,A46,11,EE,968.23
T000490,A29,13,CC,39.24
T000228,A21,6,GG,622.9
T000145,A9,4,DD,685.45
T000412,A31,11,GG,483.42
T000770,A17,24,EE,681.75
T00095,A21,2,BB,285.11
T000189,A32,4,GG,471.48
T000740,A5,23,CC,51.93
T0008,A49,1,DD,848.9
T000426,A16,11,GG,575.27
T000704,A30,22,AA,195.72
T000602,A17,19,GG,754.54
T000506,A41,14,FF,26.11
T000684,A2,22,FF,627.11
T000642,A9,20,EE,353.85
T000664,A1,21,GG,364.69
T000181,A37,4,GG,461.32
T000602,A17,19,GG,754.54
T000431,A27,11,FF,196.18
T000186,A35,4,BB,810.77
T000643,A46,20,GG,621.39
T000120,A30,3,GG,496.14
T000936,A42,28,CC,354.76
T000802,A1,25,AA,621.24
T000526,A27,15,BB,517.09
T00030,A4,1,DD,485.44
T000150,A36,4,CC,709.33
T000384,A37,10,CC,877.54
T000315,A14,8,GG,507.37
T000607,A38,19,EE,610.4
T000359,A12,9,EE,173.13
T000659,A13,20,EE,551.16
T000488,A49,13,FF,652.76
T000525,A7,14,EE,680.29
T000101,A29,2,EE,261.75
T000829,A44,26,GG,903.72
T000877,A42,27,CC,882.74
T000703,A1,22,FF,37.55
T000960,A22,28,GG,809.41
T000726,A3,23,AA,13.71
T000214,A41,6,AA,533.87
T000383,A19,10,FF,34.22
T000327,A33,8,CC,475.89
T000678,A9,21,AA,817.52
T000601,A1,19,DD,568.98
T000803,A10,25,AA,87.32
T000379,A21,10,GG,105.7
T000345,A14,9,FF,930.43
T00030,A4,1,DD,485.44
T000856,A21,26,GG,937.1
T000640,A34,20,CC,14.85
T000892,A39,27,BB,281.02
T000118,A20,3,BB,877.24
T000791,A40,25,EE,284.73
T000435,A7,11,BB,699.44
T000242,A8,6,CC,794.25
T000948,A14,28,BB,620.32
T000635,A29,20,BB,547.89
T000978,A7,29,AA,344.47
T000960,A22,28,GG,809.41
T000551,A16,16,CC,771.61
T00048,A7,1,DD,650.23
T000928,A31,28,EE,873.56
T000456,A8,12,FF,508.23
T000908,A11,27,BB,599.16
T00053,A31,1,DD,115.88
T000887,A10,27,BB,538.76
T000810,A2,26,DD,977.2
T000585,A20,18,CC,296.89
T000297,A25,8,EE,104.19
T000125,A14,3,EE,624.94
T000947,A20,28,FF,86.84
T000329,A12,8,CC,67.27
T000407,A45,11,GG,926.99
T000137,A32,4,CC,433.43
T000471,A8,12,BB,688.66
T000703,A1,22,FF,37.55
T000980,A42,29,DD,773.57
T000605,A36,19,BB,190.37
T00081,A11,2,AA,106.01
T000651,A4,20,DD,144.59
T00030,A4,1,DD,485.44
T000815,A24,26,DD,116.68
T000929,A7,28,EE,674.02
T00059,A30,2,GG,958.29
T000479,A31,13,AA,763.68
T000561,A40,17,AA,912.76
T000123,A45,3,BB,855.74
T000301,A28,8,CC,159.73
T000400,A23,11,AA,936.75
T000231,A26,6,GG,369.08
T000964,A44,28,AA,905.31
T000795,A26,25,GG,336.01
T000453,A30,12,FF,510.59
T000975,A2,28,BB,485.85
T000501,A6,14,DD,175.47
T000150,A36,4,CC,709.33
T000106,A11,2,AA,885.56
T000896,A6,27,FF,129.53
T000783,A43,24,AA,362.56
T000783,A43,24,AA,362.56
T000116,A5,3,CC,736.5
T000199,A1,5,CC,171.19
T000901,A8,27,FF,788.61
T000674,A3,21,GG,899.49
T00034,A44,1,AA,949.92
T000428,A5,11,CC,504.49
T00041,A14,1,CC,351.16
T000405,A21,11,AA,935.71
T000581,A5,18,CC,605.31
T000312,A39,8,GG,76.62
T000480,A35,13,EE,490.92
T00035,A4,1,EE,732.07
T0007,A29,1,FF,439.49
T000368,A44,10,AA,242.44
T000942,A38,28,EE,694.54
T000534,A45,15,AA,67.43
T00020,A32,1,EE,284.34
T000724,A18,23,FF,183.53
T00030,A4,1,DD,485.44
T00058,A48,2,AA,797.19
T000862,A9,27,BB,961.35
T000223,A21,6,CC,818.33
T000963,A26,28,AA,347.18
T000442,A43,12,GG,649.53
T000315,A14,8,GG,507.37
T000414,A32,11,CC,216.41
T000847,A47,26,EE,950.51
T000486,A6,13,GG,132.76
T000974,A44,28,DD,98.65
T000471,A8,12,BB,688.66
T000824,A7,26,FF,566.92
T000843,A34,26,AA,888.58
T000896,A6,27,FF,129.53
T000490,A29,13,CC,39.24
T000953,A23,28,GG,812.73
T000299,A26,8,DD,249.97
T000887,A10,27,BB,538.76
T000712,A9,23,EE,514.6
T000185,A26,4,EE,4.12
T00068,A8,2,GG,624.81
T00067,A10,2,BB,747.62
T000177,A10,4,CC,132.46
T000267,A18,7,BB,863.59
T00025,A21,1,GG,857.83
T000764,A4,24,CC,707.51
T000706,A10,23,CC,129.08
T000256,A46,6,AA,824.25
T000519,A6,14,EE,381.66
T000481,A41,13,GG,859.51
T000571,A15,17,BB,72.88
T00092,A8,2,EE,154.29
T000887,A10,27,BB,538.76
T000918,A47,27,AA,85.97
T000824,A7,26,FF,566.92
T000844,A25,26,EE,571.86
T000958,A12,28,EE,396.74
T000344,A45,9,EE,212.34
T000336,A28,8,AA,532.01
T000465,A14,12,GG,951.87
T000168,A23,4,DD,647.12
T000542,A15,15,DD,49.88
T000365,A27,10,AA,83.54
T000332,A34,8,AA,517.58
T000121,A30,3,FF,822.84
T000424,A35,11,CC,875.48
T000539,A36,15,DD,1.54
T000337,A23,8,FF,946.09
T000274,A12,7,FF,759.91
T000356,A48,9,GG,618.16
T000446,A7,12,EE,71.23
T000476,A39,13,BB,658.47
T000793,A16,25,DD,622.5
T000433,A41,11,DD,337.13
T000552,A19,16,BB,701.03
T000354,A49,9,CC,340.89
T000843,A34,26,AA,888.58
T000235,A16,6,BB,873.61
T000716,A16,23,DD,169.37
T000942,A38,28,EE,694.54
T000703,A1,22,FF,37.55
T00097,A33,2,BB,51.39
T000417,A23,11,BB,257.62
T000712,A9,23,EE,514.6
T000422,A18,11,DD,525.11
T00082,A46,2,AA,762.15
T0004,A42,1,DD,801.81
T000189,A32,4,GG,471.48
T000112,A12,3,EE,586.62
T000665,A17,21,EE,372.85
T000906,A17,27,EE,186.79
T000178,A9,4,GG,812.73
T00016,A16,1,BB,786.14
T000320,A19,8,CC,947.38
T000908,A11,27,BB,599.16
T000253,A41,6,GG,398.44
T000249,A30,6,DD,114.33
T000257,A49,6,GG,961.67
T000795,A26,25,GG,336.01
T000167,A38,4,DD,216.92
T000690,A24,22,FF,631.91
T000582,A9,18,CC,715.5
T000283,A36,8,CC,726.54
T000537,A44,15,GG,136.35
T000545,A36,16,CC,377.01
T000118,A20,3,BB,877.24
T000381,A1,10,BB,537.73
T000518,A6,14,EE,190.15
T000935,A3,28,DD,692.65
T000606,A4,19,GG,388.94
T000852,A42,26,EE,308.68
T000441,A38,12,BB,70.94
T000224,A32,6,DD,284.47
T00036,A43,1,CC,546.37
T000864,A29,27,EE,742.93
T000285,A29,8,GG,580.05
T000919,A47,27,GG,666.97
T000628,A9,20,CC,183.27
T000819,A29,26,DD,453.65
T000389,A34,10,FF,190.78
T000780,A46,24,BB,711.23
T00019,A40,1,FF,435.5
T00019,A40,1,FF,435.5
T000311,A16,8,FF,8.63
T000286,A15,8,AA,421.58
T000743,A26,23,DD,682.15
T000452,A31,12,BB,286.86
T000726,A3,23,AA,13.71
T000202,A40,5,AA,827.4
T000957,A2,28,EE,585.24
T000173,A46,4,AA,7.82
T000114,A18,3,AA,157.28
T000827,A38,26,EE,201.78
T000957,A2,28,EE,585.24
T000505,A31,14,DD,930.74
T000420,A4,11,FF,927.5
T00084,A49,2,GG,378.71
T00033,A44,1,EE,882.63
T000268,A12,7,AA,391.18
T00052,A13,1,GG,662.13
T000865,A17,27,FF,865.01
T000893,A38,27,GG,382.81
T000988,A19,29,DD,911.74
T000824,A7,26,FF,566.92
T000639,A13,20,DD,503.27
T000190,A16,4,FF,874.84
T000733,A18,23,BB,72.47
T000175,A12,4,EE,410.5
T000221,A2,6,BB,625.73
T000712,A9,23,EE,514.6
T000402,A2,11,CC,642.27
T000368,A44,10,AA,242.44
T000842,A32,26,GG,751.77
T000986,A7,29,FF,363.46
T000342,A20,9,GG,916.87
T000689,A29,22,FF,942.92
T000574,A30,17,BB,962.22
T000959,A24,28,BB,913.41
T00018,A14,1,DD,733.77
T000890,A14,27,GG,858.61
T000236,A30,6,DD,619.14
T000723,A6,23,GG,683.55
T000863,A45,27,BB,943.08
T000836,A34,26,GG,200.36
T00057,A6,2,EE,959.67
T000763,A22,24,AA,287.39
T000501,A6,14,DD,175.47
T000647,A26,20,DD,395.3
T000576,A9,17,DD,981.74
T00086,A8,2,AA,598.28
T000715,A38,23,CC,55.4
T000500,A31,14,AA,646.75
T00096,A13,2,GG,70.19
T000911,A19,27,AA,507.86
T000270,A5,7,FF,390.7
T0006,A46,1,FF,476.88
T000644,A23,20,GG,999.0
T000292,A15,8,AA,345.28
T000639,A13,20,DD,503.27
T000938,A14,28,FF,312.57
T000725,A22,23,CC,850.32
T000475,A32,12,CC,19.02
T00023,A17,1,AA,788.24
T000220,A48,6,DD,762.14
T000266,A7,7,AA,682.74
T000662,A44,21,CC,809.19
T000529,A49,15,BB,272.66
T00044,A1,1,DD,227.64
T000212,A19,6,GG,612.81
T000182,A21,4,CC,492.85
T00077,A13,2,FF,516.34
T000816,A15,26,BB,601.1
T000570,A24,17,GG,587.77
T000652,A1,20,BB,966.52
T000776,A1,24,GG,329.63
T000799,A27,25,DD,592.84
T000244,A8,6,FF,20.18
T000951,A8,28,BB,338.11
T000500,A31,14,AA,646.75
T000229,A31,6,BB,893.98
T000821,A35,26,EE,825.15
T000861,A16,27,AA,455.58
T000133,A40,4,DD,897.97
T000116,A5,3,CC,736.5
T000176,A2,4,EE,497.8
T000238,A4,6,CC,762.86
T000112,A12,3,EE,586.62
T00022,A35,1,EE,457.87
T000596,A10,18,AA,156.77
T000256,A46,6,AA,824.25
T000413,A39,11,DD,51.55
T000670,A15,21,CC,525.89
T000706,A10,23,CC,129.08
T000526,A27,15,BB,517.09
T000982,A22,29,GG,300.95
T000800,A46,25,EE,885.94
T000410,A10,11,CC,453.24
T000529,A49,15,BB,272.66
T000326,A17,8,FF,185.48
T00076,A34,2,FF,478.41
T000143,A6,4,GG,656.9
T000786,A8,25,GG,495.57
T00044,A1,1,DD,227.64
T000217,A31,6,AA,252.74
T000209,A42,6,BB,461.91
T000946,A42,28,FF,616.73
T000606,A4,19,GG,388.94
T000146,A6,4,GG,953.46
T000742,A16,23,DD,670.03
T000848,A31,26,GG,314.32
T000375,A27,10,FF,721.92
T000485,A8,13,EE,240.13
T000482,A4,13,GG,360.62
T000547,A29,16,BB,538.08
T00084,A49,2,GG,378.71
T000934,A12,28,FF,599.27
T000342,A20,9,GG,916.87
T000184,A36,4,DD,21.42
T000862,A9,27,BB,961.35
T000625,A26,20,DD,114.63
T000626,A25,20,FF,288.74
T00046,A10,1,BB,557.57
T00090,A28,2,FF,265.7
T000684,A2,22,FF,627.11
T000438,A37,11,BB,812.64
T000517,A44,14,GG,454.05
T00060,A6,2,BB,47.89
T000316,A18,8,BB,350.73
T000856,A21,26,GG,937.1
T000547,A29,16,BB,538.08
T000819,A29,26,DD,453.65
T000338,A8,8,GG,497.34
T000851,A18,26,EE,22.6
T000411,A17,11,CC,550.95
T000386,A38,10,FF,880.45
T00087,A24,2,EE,298.56
T000123,A45,3,BB,855.74
T00076,A34,2,FF,478.41
T000310,A33,8,BB,535.72
T000875,A25,27,GG,753.34
T000166,A28,4,BB,633.11
T000514,A14,14,FF,82.48
T00037,A5,1,BB,495.22
T000779,A49,24,DD,86.11
T000485,A8,13,EE,240.13
T000456,A8,12,FF,508.23
T000183,A31,4,DD,528.04
T000179,A12,4,DD,610.0
T000882,A14,27,AA,641.96
T000693,A3,22,EE,199.6
T000464,A21,12,EE,349.34
T000719,A39,23,CC,832.82
T000930,A42,28,DD,401.57
T000281,A33,8,FF,328.74
T000657,A14,20,EE,543.43
T000402,A2,11,CC,642.27
T000894,A48,27,AA,307.05
T000497,A9,14,EE,806.7
T000215,A43,6,DD,463.71
T000758,A41,24,FF,304.01
T00031,A18,1,GG,379.86
T000682,A48,22,DD,510.68
T000178,A9,4,GG,812.73
T000613,A10,19,GG,19.01
T000988,A19,29,DD,911.74
T000583,A7,18,CC,83.29
T000469,A31,12,BB,785.37
T00060,A6,2,BB,47.89
T000238,A4,6,CC,762.86
T000944,A26,28,DD,290.18
T000481,A41,13,GG,859.51
T000858,A38,26,EE,356.95
T000120,A30,3,GG,496.14
T000973,A40,28,FF,940.97
T000917,A46,27,GG,508.2
T000923,A17,27,FF,598.81
T000741,A48,23,FF,146.1
T000855,A41,26,DD,913.75
T000948,A14,28,BB,620.32
T000134,A1,4,FF,977.98
T000315,A14,8,GG,507.37
T000343,A47,9,AA,537.26
T00096,A13,2,GG,70.19
T000137,A32,4,CC,433.43
T00034,A44,1,AA,949.92
T000536,A23,15,EE,632.01
T000223,A21,6,CC,818.33
T00064,A12,2,FF,438.88
T000307,A46,8,EE,115.6
T000679,A23,21,DD,672.24
T000552,A19,16,BB,701.03
T000303,A19,8,EE,532.33
T000169,A43,4,CC,660.77
T000576,A9,17,DD,981.74
T000504,A10,14,BB,966.73
T000873,A24,27,CC,820.79
T000387,A14,10,BB,736.36
T000597,A45,19,GG,61.23
T000880,A7,27,DD,640.89
T000630,A5,20,DD,294.94
T000945,A17,28,CC,627.62
T000494,A15,13,AA,280.93
T000415,A12,11,CC,455.89
T00064,A12,2,FF,438.88
T000113,A3,3,EE,450.64
T000495,A42,13,CC,971.14
T000414,A32,11,CC,216.41
T000894,A48,27,AA,307.05
T000189,A32,4,GG,471.48
T000518,A6,14,EE,190.15
T000911,A19,27,AA,507.86
T000644,A23,20,GG,999.0
T000689,A29,22,FF,942.92
T000362,A16,9,FF,412.34
T00094,A9,2,BB,676.48
T000117,A3,3,EE,873.58
T000571,A15,17,BB,72.88
T000986,A7,29,FF,363.46
T000867,A22,27,GG,809.79
T000393,A20,10,BB,237.76
T000765,A3,24,DD,613.79
T000642,A9,20,EE,353.85
T000894,A48,27,AA,307.05
T000827,A38,26,EE,201.78
T00092,A8,2,EE,154.29
T000411,A17,11,CC,550.95
T000471,A8,12,BB,688.66
T000192,A34,4,BB,282.0
T000623,A22,20,CC,987.04
T000378,A29,10,AA,983.69
T000453,A30,12,FF,510.59
T000507,A5,14,DD,473.66
T000987,A33,29,GG,410.1
T000713,A10,23,EE,550.85
T000557,A39,17,AA,938.26
T000910,A42,27,DD,335.43
T000675,A43,21,EE,193.25
T000702,A8,22,BB,520.24
T000790,A6,25,DD,215.96
T000960,A22,28,GG,809.41
T000225,A46,6,BB,287.48
T00050,A16,1,CC,353.66
T000956,A29,28,EE,169.75
T000746,A23,24,DD,636.67
T000465,A14,12,GG,951.87
T000455,A2,12,FF,536.59
T000347,A28,9,GG,807.54
T000125,A14,3,EE,624.94
T000569,A36,17,BB,717.84
T000842,A32,26,GG,751.77
T000740,A5,23,CC,51.93
T000625,A26,20,DD,114.63
T000474,A40,12,EE,6.53
T000891,A9,27,AA,291.76
T000343,A47,9,AA,537.26
T000714,A46,23,FF,262.97
T000174,A32,4,EE,712.7
T000324,A44,8,EE,1.51
T000469,A31,12,BB,785.37
T000929,A7,28,EE,674.02
T000534,A45,15,AA,67.43
T000512,A18,14,BB,466.91
T000593,A26,18,AA,13.19
T000420,A4,11,FF,927.5
T000672,A25,21,AA,626.35
T000337,A23,8,FF,946.09
T000426,A16,11,GG,575.27
T000343,A47,9,AA,537.26
T000685,A1,22,CC,663.04
T00045,A5,1,CC,183.1
T000152,A3,4,BB,928.88
T000640,A34,20,CC,14.85
T000918,A47,27,AA,85.97
T000554,A35,17,BB,913.12
T000472,A10,12,AA,707.74
T000418,A41,11,CC,120.49
T000101,A29,2,EE,261.75
T000182,A21,4,CC,492.85
T000455,A2,12,FF,536.59
T000385,A48,10,FF,162.03
T000222,A43,6,AA,816.13
T000161,A14,4,AA,796.33
T000403,A32,11,FF,864.56
T000749,A29,24,GG,543.76
T000444,A6,12,GG,654.74
T000564,A16,17,CC,802.54
T000673,A48,21,FF,371.13
T0004,A42,1,DD,801.81
T000482,A4,13,GG,360.62
T000729,A28,23,DD,5.93
T000734,A17,23,GG,659.75
T000915,A4,27,EE,645.51
T000679,A23,21,DD,672.24
T000469,A31,12,BB,785.37
T000648,A13,20,GG,637.65
T000468,A18,12,CC,877.68
T000551,A16,16,CC,771.61
T000637,A2,20,BB,758.43
T000119,A23,3,DD,133.42
T000388,A44,10,FF,990.11
T000169,A43,4,CC,660.77
T000707,A39,23,FF,322.8
T000759,A34,24,CC,877.84
T000107,A8,2,FF,323.22
T000830,A1,26,DD,337.49
T000588,A1,18,BB,991.1
T00022,A35,1,EE,457.87
T000423,A26,11,AA,262.38
T000633,A46,20,CC,220.8
T000938,A14,28,FF,312.57
T000217,A31,6,AA,252.74
T000632,A11,20,GG,404.96
T000676,A7,21,GG,759.84
T000315,A14,8,GG,507.37
T000925,A30,27,FF,236.82
T000278,A8,8,DD,339.16
T000183,A31,4,DD,528.04
T000668,A27,21,CC,158.61
T000456,A8,12,FF,508.23
T000641,A18,20,CC,695.15
T000631,A26,20,DD,82.27
T000489,A47,13,EE,940.13
T000259,A21,7,DD,879.83
T000557,A39,17,AA,938.26
T000554,A35,17,BB,913.12
T000172,A46,4,DD,523.63
T000461,A16,12,BB,185.88
T000237,A13,6,BB,150.04
T000605,A36,19,BB,190.37
T000127,A34,3,EE,567.0
T000142,A26,4,BB,188.06
T000206,A35,6,AA,714.33
T00034,A44,1,AA,949.92
T000319,A39,8,CC,447.67
T00088,A42,2,DD,767.11
T000417,A23,11,BB,257.62
T00041,A14,1,CC,351.16
T00061,A5,2,BB,171.3
T000813,A32,26,AA,911.33
T00018,A14,1,DD,733.77
T000695,A46,22,AA,418.25
T000933,A48,28,FF,790.07
T00086,A8,2,AA,598.28
T000951,A8,28,BB,338.11
T000734,A17,23,GG,659.75
T000902,A47,27,EE,945.16
T000176,A2,4,EE,497.8
T000570,A24,17,GG,587.77
T000273,A44,7,GG,377.61
T000630,A5,20,DD,294.94
T000310,A33,8,BB,535.72
T000911,A19,27,AA,507.86
T00039,A41,1,FF,181.65
T000589,A10,18,FF,508.87
T000499,A7,14,BB,248.18
T000550,A35,16,DD,637.19
T000573,A30,17,GG,418.55
T000569,A36,17,BB,717.84
T000445,A31,12,CC,419.07
T000900,A39,27,GG,591.57
T000315,A14,8,GG,507.37
T000143,A6,4,GG,656.9
T000380,A7,10,FF,326.39
T000906,A17,27,EE,186.79
T000355,A13,9,DD,541.16
T000926,A7,28,FF,774.2
T000721,A13,23,CC,804.62
T000453,A30,12,FF,510.59
T000196,A16,5,FF,761.67
T000243,A10,6,GG,247.24
T000225,A46,6,BB,287.48
T000665,A17,21,EE,372.85
T000414,A32,11,CC,216.41
T000593,A26,18,AA,13.19
T000862,A9,27,BB,961.35
T000720,A40,23,CC,316.05
T000738,A23,23,BB,596.6
T000224,A32,6,DD,284.47
T000554,A35,17,BB,913.12
T000546,A14,16,BB,10.86
T000635,A29,20,BB,547.89
T00082,A46,2,AA,762.15
T000927,A11,28,DD,817.1
T000206,A35,6,AA,714.33
T000925,A30,27,FF,236.82
T000276,A36,8,CC,949.59
T000444,A6,12,GG,654.74
T000751,A20,24,BB,864.55
T00055,A35,1,AA,826.1
T000181,A37,4,GG,461.32
T000496,A23,13,GG,780.47
T000598,A47,19,EE,139.81
T000925,A30,27,FF,236.82
T000117,A3,3,EE,873.58
T000229,A31,6,BB,893.98
T000721,A13,23,CC,804.62
T000345,A14,9,FF,930.43
T000722,A23,23,DD,204.09
T000284,A34,8,FF,370.23
T000465,A14,12,GG,951.87
T000946,A42,28,FF,616.73
T000537,A44,15,GG,136.35
T000417,A23,11,BB,257.62
T000954,A45,28,DD,359.34
T000579,A1,18,BB,593.17
T000137,A32,4,CC,433.43
T000520,A24,14,GG,641.5
T000379,A21,10,GG,105.7
T000344,A45,9,EE,212.34
T000503,A35,14,EE,400.58
T000498,A2,14,FF,132.56
T000176,A2,4,EE,497.8
T000702,A8,22,BB,520.24
T000357,A48,9,EE,66.05
T000360,A45,9,DD,98.49
T00018,A14,1,DD,733.77
T000123,A45,3,BB,855.74
T000420,A4,11,FF,927.5
T000110,A44,3,AA,501.71
T000605,A36,19,BB,190.37
T000305,A17,8,FF,826.62
T00020,A32,1,EE,284.34
T000104,A8,2,BB,277.48
T000626,A25,20,FF,288.74
T000384,A37,10,CC,877.54
T000618,A4,20,AA,142.7
T000903,A10,27,FF,350.59
T000661,A39,20,CC,293.89
T000522,A11,14,AA,733.1
T000470,A6,12,FF,178.29
T000313,A10,8,AA,960.56
T000735,A49,23,GG,63.91
T000736,A28,23,FF,915.79
T00037,A5,1,BB,495.22
T000425,A28,11,BB,780.81
T000428,A5,11,CC,504.49
T000328,A2,8,CC,478.62
T000892,A39,27,BB,281.02
T000791,A40,25,EE,284.73
T000566,A15,17,AA,47.61
T000318,A32,8,BB,645.75
T000923,A17,27,FF,598.81
T000814,A45,26,DD,618.38
T000233,A40,6,GG,526.9
T000650,A23,20,FF,372.31
T000541,A25,15,GG,130.85
T000624,A23,20,CC,909.93
